pm.dat auto written
1 2
1960  2017
0  8
1
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67  	0.67
