sw.dat auto written
1 2
1960  2017
0  8
1
0.015  	0.05  	0.1463  	0.179  	0.2077  	0.2263  	0.2487  	0.2637  	0.2936
0.015  	0.05  	0.151  	0.1833  	0.2157  	0.233  	0.2627  	0.2817  	0.3034
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.309
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.3093
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.3101
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.307
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.3103
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.3101
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.3112
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.3089
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.309
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.312
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.3076
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.3078
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.3081
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.3078
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.3077
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.306
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.3096
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.3069
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.3072
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.307
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.3074
0.015  	0.05  	0.155  	0.187  	0.223  	0.239  	0.276  	0.299  	0.3091
0.0173  	0.0567  	0.1503  	0.1903  	0.2297  	0.2433  	0.282  	0.3107  	0.3435
0.0157  	0.0563  	0.138  	0.187  	0.2323  	0.2467  	0.2747  	0.321  	0.3544
0.014  	0.061  	0.13  	0.1833  	0.2317  	0.252  	0.273  	0.3147  	0.3628
0.009  	0.0503  	0.1217  	0.17  	0.2123  	0.23  	0.242  	0.2747  	0.3056
0.008  	0.0483  	0.123  	0.1663  	0.2083  	0.229  	0.2483  	0.2587  	0.2854
0.0087  	0.0437  	0.1223  	0.1653  	0.2047  	0.2283  	0.2523  	0.2613  	0.2886
0.0123  	0.052  	0.1257  	0.1743  	0.2117  	0.2437  	0.2707  	0.2837  	0.3079
0.0113  	0.059  	0.139  	0.1837  	0.212  	0.2387  	0.2653  	0.2797  	0.3095
0.0103  	0.0637  	0.1367  	0.194  	0.214  	0.2343  	0.253  	0.2717  	0.2987
0.0057  	0.061  	0.134  	0.1843  	0.213  	0.2343  	0.2617  	0.2727  	0.3079
0.0073  	0.06  	0.1263  	0.1917  	0.2143  	0.2397  	0.2747  	0.2913  	0.3205
0.006  	0.0573  	0.1293  	0.1857  	0.2107  	0.2243  	0.268  	0.2933  	0.3261
0.006  	0.054  	0.1297  	0.1993  	0.2273  	0.2343  	0.2737  	0.3007  	0.3271
0.005  	0.0487  	0.1233  	0.1833  	0.2303  	0.2373  	0.2567  	0.2803  	0.31
0.0057  	0.0473  	0.116  	0.1873  	0.2413  	0.2643  	0.2837  	0.2867  	0.3083
0.006  	0.0507  	0.116  	0.1793  	0.2263  	0.256  	0.2733  	0.276  	0.2781
0.0057  	0.0513  	0.1157  	0.1837  	0.2213  	0.2483  	0.2787  	0.286  	0.2842
0.006  	0.0507  	0.1217  	0.1717  	0.21  	0.2327  	0.2553  	0.2747  	0.2745
0.0063  	0.0473  	0.128  	0.1717  	0.2053  	0.2283  	0.2483  	0.2703  	0.2865
0.0067  	0.047  	0.123  	0.173  	0.2023  	0.222  	0.2423  	0.2657  	0.2849
0.0067  	0.042  	0.1193  	0.1653  	0.2027  	0.223  	0.2477  	0.2677  	0.2805
0.0057  	0.0413  	0.118  	0.1643  	0.198  	0.2247  	0.248  	0.265  	0.2849
0.0067  	0.041  	0.1257  	0.1553  	0.191  	0.216  	0.242  	0.2523  	0.2702
0.006  	0.0513  	0.128  	0.1607  	0.1797  	0.207  	0.2237  	0.238  	0.2564
0.008  	0.0577  	0.1303  	0.1643  	0.1807  	0.1953  	0.2177  	0.226  	0.2556
0.0073  	0.0613  	0.1373  	0.181  	0.1967  	0.21  	0.2227  	0.2337  	0.2557
0.0073  	0.052  	0.1423  	0.1903  	0.216  	0.2237  	0.2343  	0.24  	0.2607
0.0067  	0.043  	0.1457  	0.1873  	0.225  	0.2397  	0.2437  	0.2507  	0.2573
0.006  	0.0403  	0.138  	0.182  	0.2113  	0.233  	0.241  	0.2427  	0.2525
0.006  	0.0403  	0.1357  	0.1747  	0.2087  	0.2213  	0.242  	0.2493  	0.2518
0.0057  	0.0433  	0.1287  	0.1767  	0.2037  	0.2157  	0.2287  	0.2413  	0.2466
0.0053  	0.0437  	0.1273  	0.1613  	0.2  	0.2117  	0.2247  	0.229  	0.2394
0.005  	0.0433  	0.121  	0.1603  	0.1887  	0.216  	0.2243  	0.2243  	0.2337
0.0042  	0.0429  	0.1109  	0.1532  	0.183  	0.2071  	0.2265  	0.2271  	0.2292
